asn,conglomerate,org_id,org_name,ownership_cc,ownership_country_name,rir,source,quote,quote_lang,url,additional_info,inputs,parent_org,target_cc,target_country_name
134542,CN-UNICOM,@family-14357,China Unicom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2041,,"W, O",,,
134543,CN-UNICOM,@family-14357,China Unicom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2042,,"W, O",,,
135061,CN-UNICOM,@family-14357,China Unicom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2043,,"W, O",,,
136958,CN-UNICOM,@family-14357,China Unicom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2044,,"W, O",,,
136959,CN-UNICOM,@family-14357,China Unicom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2045,,"W, O",,,
137539,CN-UNICOM,@family-14357,China Unicom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2046,,"W, O",,,
137701,CN-TELECOM,@family-59023,China Telecom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2019,,"G, E, W",,,
137702,CN-TELECOM,@family-59023,China Telecom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2020,,"G, E, W",,,
132154,CN-TELECOM,@family-60045,Jinan,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2021,,W,,,
133373,CN-TELECOM,@family-60045,Jinan,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2022,,W,,,
133503,CN-TELECOM,@family-60045,Jinan,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2023,,W,,,
36678,CN-TELECOM,CTUC-ARIN,China Telecom,CN,China,APNIC,Company's website,"China Telecom Americas is the largest subsidiary of China Telecom Corporation.  China Telecommunications Corporation founded, with North American representative offices opened in California.",English,https://www.ctamericas.com/company/company-overview/,,"G, E, W, O",@aut-4809-APNIC,US,United States
19174,CN-UNICOM,CUAOL-ARIN,China Unicom (Americas) Operations Ltd,CN,China,APNIC,Company's website,"China Telecom Americas is the largest subsidiary of China Telecom Corporation.  China Telecommunications Corporation founded, with North American representative offices opened in California.",English,https://www.ctamericas.com/company/company-overview/,,W,@aut-4809-APNIC,US,United States
9808,CN-MOBILE,ORG-CM1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2019,,"G, E, W, O",,,
24311,CN-MOBILE,ORG-CM1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2020,,"G, E, W, O",,,
24400,CN-MOBILE,ORG-CM1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2021,,"G, E, W, O",,,
24444,CN-MOBILE,ORG-CM1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2022,,"G, E, W, O",,,
24445,CN-MOBILE,ORG-CM1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2023,,"G, E, W, O",,,
24547,CN-MOBILE,ORG-CM1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2024,,"G, E, W, O",,,
38019,CN-MOBILE,ORG-CM1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2025,,"G, E, W, O",,,
24059,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2026,,"G, E, W, O",,,
45120,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2027,,"G, E, W, O",,,
56040,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2028,,"G, E, W, O",,,
56041,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2029,,"G, E, W, O",,,
56042,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2030,,"G, E, W, O",,,
56044,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2031,,"G, E, W, O",,,
56045,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2032,,"G, E, W, O",,,
56046,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2033,,"G, E, W, O",,,
56047,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2034,,"G, E, W, O",,,
56048,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2035,,"G, E, W, O",,,
132501,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2036,,"G, E, W, O",,,
132510,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2037,,"G, E, W, O",,,
132511,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2038,,"G, E, W, O",,,
132525,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2039,,"G, E, W, O",,,
134810,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2040,,"G, E, W, O",,,
136755,CN-MOBILE,ORG-CMCC1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2041,,"G, E, W, O",,,
9231,CN-MOBILE,ORG-CMHK1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2042,,"G, E, W, O",,,
137872,CN-MOBILE,ORG-CMHK1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2043,,"G, E, W, O",,,
58453,CN-MOBILE,ORG-CMIL1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2044,,"G, E, W, O",,,
58807,CN-MOBILE,ORG-CMIL1-AP-APNIC,China Mobile,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2045,,"G, E, W, O",,,
58628,CN-TELECOM,ORG-CTC3-AP-APNIC,China Telecom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2019,,"G, E, W",,,
44218,CN-TELECOM,ORG-CTEL2-RIPE,China Telecom,CN,China,APNIC,Company's website,"CTE is a wholly owned subsidiary of China Telecom Global (CTG), the international arm of China Telecom.",English,https://www.chinatelecomeurope.com/company-overview/,,"G, E, W, O",@aut-4809-APNIC,UK,United Kingdom
49209,CN-TELECOM,ORG-CTEL2-RIPE,China Telecom,CN,China,APNIC,Company's website,"CTE is a wholly owned subsidiary of China Telecom Global (CTG), the international arm of China Telecom.",English,https://www.chinatelecomeurope.com/company-overview/,,"G, E, W, O",@aut-4809-APNIC,UK,United Kingdom
63527,CN-TELECOM,ORG-CTGL1-AP-APNIC,China Telecom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2022,,"G, E, W, O",,,
64079,CN-TELECOM,ORG-CTGL1-AP-APNIC,China Telecom,CN,China,APNIC,Freedom House,"state-owned mobile providers China Telecom, China Mobile, and China Unicom canceled the national data roaming fee as of July 2018.",English,https://freedomhouse.org/country/china/freedom-net/2023,,"G, E, W, O",,,
25726,CN-TELECOM,ORG-CTSA1-AFRINIC,China Telecom,CN,China,APNIC,Company's website,"China Telecom Europe was incorporated in London on 2 March 2006 and is primarily engaged in providing international leased line service, Internet service, voice wholesale service and other value-added telecommunications businesses in the Europe, the Middle East and Africa region. At present, it has four wholly-owned subsidiaries in France, South Africa, Germany and Russia",English,http://47.52.45.56/listco/hk/chinatelecom/announcement/a117370-e_728chinatelecom_cteacquisitionannouncement.pdf,,"G, E, W",@aut-4809-APNIC,ZA,South Africa
136167,CN-TELECOM,ORG-CUCL1-AP-APNIC,China Telecom,CN,China,APNIC,Company's annual report,"On 1 October 2008, the Group acquired the CDMA mobile communication business and related assets and liabilities, which also included the entire equity interests of China Unicom (Macau) Company Limited (currently known as China Telecom (Macau) Company Limited) ",English,https://www.chinatelecom-h.com/en/ir/report/annual2019.pdf,,"G, E, W",@aut-4809-APNIC,MO,Macau
10099,CN-UNICOM,ORG-CUKO1-AP-APNIC,China Unicom (Hong Kong) Operations Limited,CN,China,APNIC,Company's website,"As at 31 December 2019, the ultimate parent company of the Company, China United Network Communications Group Company Limited had an effective interest of 52.1% of the shares in the Company through China United Network Communications Limited ('A Share Company')",English,https://www.chinaunicom.com.hk/en/about/profile.php,,"W, O",@aut-9929-APNIC,HK,Hong Kong
